surname,count,rank
Rowley,15588,2338
Roy,53159,640
Royal,15755,2319
Royer,11279,3203
Royster,8056,4409
Rubin,23165,1553
Rubio,50788,673
Ruby,9091,3904
Rucker,26581,1326
Rudd,14732,2451
Rudolph,19854,1808
Rudy,7069,4969
Rueda,9253,3829
Ruelas,11505,3140
Ruff,15383,2369
Ruffin,16324,2231
Ruggiero,9263,3825
Ruiz,238234,89
Runyon,9153,3872
Rupert,7936,4474
Rupp,11399,3167
Rush,39802,869
Rushing,19604,1827
Russ,16300,2237
Russell,221558,104
Russo,48696,715
Rust,12086,2967
Ruth,15012,2414
Rutherford,28079,1250
Rutledge,26887,1306
Rutter,7205,4890
Ruvalcaba,11220,3217
Ryan,143452,193
Ryder,14228,2544
Saavedra,18834,1910
Sabo,8899,3992
Sachs,7248,4866
Sadler,21504,1678
Saenz,33787,1029
Sage,11207,3222
Sager,10541,3390
Salas,65468,513
Salazar,152703,179
Salcedo,18387,1967
Salcido,10776,3331
Saldana,34434,1015
Saldivar,17250,2097
Saleh,9656,3682
Salem,8404,4215
Salerno,9440,3751
Sales,10439,3418
Salgado,45469,759
Salinas,81156,393
Salisbury,13038,2768
Salmeron,7191,4899
Salmon,14511,2486
Salter,14641,2462
Salvador,13021,2772
Sam,12053,2974
Samaniego,8281,4295
Sammons,8161,4352
Sample,11471,3150
Samples,8663,4099
Sampson,39277,886
Sams,16014,2275
Samson,11123,3246
Samuel,23125,1558
Samuels,22207,1621
Samuelson,7824,4532
Sanabria,9026,3945
Sanborn,10025,3558
Sanches,7883,4500
Sanchez,612752,26
Sandberg,8416,4210
Sander,9090,3906
Sanders,230374,94
Sanderson,24384,1462
Sandhu,7190,4900
Sandlin,8421,4206
Sandoval,128948,233
Sands,18584,1944
Sanford,36312,957
Santacruz,8264,4300
Santamaria,12375,2897
Santana,60667,556
Santiago,122212,248
Santillan,13081,2756
Santoro,8713,4076
Santos,137232,206
Santoyo,8692,4086
Sapp,20448,1752
Sarabia,8695,4082
Sargent,27786,1265
Sarmiento,13710,2631
Sasser,7272,4845
Sato,7095,4956
Satterfield,14023,2577
Sauceda,11093,3255
Saucedo,30374,1157
Sauer,15430,2364
Saul,7047,4981
Saunders,69943,476
Savage,49914,690
Savoy,7649,4638
Sawyer,49028,707
Saxon,7576,4685
Saxton,9509,3726
Sayers,7705,4603
Saylor,16010,2276
Sayre,7973,4449
Scales,13190,2732
Scanlon,11610,3101
Scarborough,12252,2925
Scarbrough,8327,4256
Schaefer,41063,841
Schaeffer,16024,2272
Schafer,24543,1452
Schaffer,20614,1738
Schell,13016,2773
Schenk,7651,4637
Scherer,13421,2682
Schiller,9132,3884
Schilling,16546,2200
Schindler,9801,3624
Schlegel,7461,4747
Schlosser,7203,4892
Schmid,11400,3165
Schmidt,147034,185
Schmitt,36043,967
Schmitz,23931,1496
Schneider,101290,312
Schoen,8140,4365
Schofield,12790,2822
Scholl,9351,3787
Schoonover,7756,4573
Schott,9842,3607
Schrader,16727,2171
Schramm,7543,4705
Schreiber,16034,2269
Schreiner,8152,4359
Schrock,10549,3386
Schroeder,67977,489
Schubert,12629,2856
Schuler,14745,2448
Schulte,16658,2183
Schultz,104888,297
Schulz,24385,1461
Schulze,8509,4164
Schumacher,25292,1404
Schuster,17325,2088
Schwab,16870,2152
Schwartz,90071,345
Schwarz,15884,2295
Schweitzer,10068,3544
Scoggins,8302,4282
Scott,439530,36
Scroggins,9495,3732
Scruggs,15808,2310
Scully,8747,4060
Seal,9316,3797
Seals,15858,2299
Seaman,13237,2719
Searcy,10243,3490
Sears,32206,1085
Seaton,9423,3759
Seay,14046,2573
Sebastian,13934,2586
See,9081,3911
Seeley,11061,3264
Segal,7972,4451
Segovia,13182,2733
Segura,30880,1136
Seibert,10826,3312
Seidel,8430,4204
Seifert,10499,3408
Seiler,8170,4344
Seitz,12630,2855
Selby,11908,3008
Self,23595,1520
Sell,11014,3280
Sellers,42577,814
Sells,8633,4110
Sena,7597,4669
Seo,7033,4998
Sepulveda,19851,1810
Serna,25503,1390
Serrano,75996,429
Serrato,10449,3415
Servin,7842,4519
Sessions,7593,4671
Settle,8202,4329
Severson,10391,3436
Sevilla,8980,3958
Seward,10399,3430
Sewell,22294,1614
Sexton,43133,804
Seymour,25436,1394
Shackelford,11525,3130
Shade,7148,4919
Shafer,25641,1379
Shaffer,59943,560
Shah,58287,573
Shanahan,8616,4119
Shane,7372,4796
Shank,13343,2700
Shanks,11822,3031
Shannon,46147,752
Shapiro,24335,1469
Sharkey,8514,4163
Sharma,28559,1236
Sharp,78990,405
Sharpe,28879,1226
Shaver,16972,2135
Shaw,160400,164
Shay,9212,3843
Shea,33329,1048
Shearer,17707,2033
Sheehan,26902,1305
Sheets,21384,1685
Sheffield,19738,1817
Shelby,12303,2912
Sheldon,19339,1855
Shell,13369,2696
Shelley,14300,2533
Shelton,90517,344
Shen,12839,2806
Shepard,39430,882
Shepherd,60479,557
Sheppard,36960,938
Sheridan,22177,1623
Sherman,70502,469
Sherrill,13631,2640
Sherrod,8420,4207
Sherry,7271,4846
Sherwood,21384,1685
Shi,10055,3551
Shields,50832,672
Shifflett,8544,4147
Shin,21735,1656
Shinn,8038,4424
Shipley,19563,1831
Shipman,15581,2339
Shipp,11217,3219
Shirk,7448,4754
Shirley,27224,1292
Shockley,12504,2877
Shoemaker,30934,1133
Shook,16070,2262
Shore,10130,3523
Shores,7691,4613
Short,57477,581
Shorter,8675,4092
Showalter,8786,4044
Shuler,11315,3195
Shull,9565,3710
Shultz,17395,2080
Shumaker,8508,4165
Shuman,9043,3937
Shumate,8311,4276
Sibley,9467,3742
Siddiqui,8502,4169
Sides,8194,4334
Siegel,21536,1674
Sierra,35770,973
Sifuentes,10954,3293
Sigler,8992,3956
Sikes,10280,3475
Siler,8327,4256
Silva,161633,163
Silver,22052,1632
Silverman,14636,2463
Silvers,7602,4664
Simmons,210182,114
Simms,26287,1340
Simon,80460,397
Simone,7221,4878
Simons,25755,1371
Simonson,8968,3965
Simpkins,11585,3107
Simpson,163181,158
Sims,113374,270
Sinclair,27243,1290
Singer,25828,1366
Singh,116749,260
Singletary,13749,2622
Singleton,54621,622
Sipes,7034,4995
Sisco,7993,4440
Sisk,12365,2901
Sisson,11380,3177
Sizemore,20116,1783
Skaggs,17778,2028
Skelton,15624,2330
Skidmore,10841,3310
Skinner,54046,627
Skipper,10338,3457
Slack,13377,2692
Slade,12599,2861
Slagle,8573,4135
Slater,32584,1075
Slattery,8695,4082
Slaughter,27155,1295
Slayton,7069,4969
Sledge,8019,4433
Sloan,43261,800
Slocum,9102,3899
Slone,12142,2956
Smail,9097,3900
Small,40212,861
Smalley,11737,3055
Smalls,12435,2888
Smallwood,18717,1926
Smart,25528,1388
Smiley,19829,1812
Smith,2442977,1
Smoot,9168,3868
Smothers,7444,4756
Smyth,9470,3741
Snead,10500,3407
Sneed,17804,2027
Snell,22177,1623
Snider,32148,1088
Snipes,8428,4205
Snodgrass,12806,2818
Snook,7141,4926
Snow,47528,734
Snowden,11171,3233
Snyder,160262,165
So,7456,4749
Soares,11694,3069
Solano,24881,1430
Solis,82146,388
Soliz,9159,3871
Solomon,46534,745
Solorio,13537,2663
Solorzano,15045,2412
Somers,10762,3333
Sommer,11662,3080
Sommers,11706,3063
Son,10094,3541
Song,25110,1415
Sorensen,28069,1251
Sorenson,15962,2284
Soria,14477,2495
Soriano,25916,1361
Sorrell,8641,4104
Sosa,52457,650
Sotelo,21455,1679
Soto,144451,191
Sousa,15377,2370
South,11178,3231
Southard,8808,4035
Southerland,8336,4252
Southern,7738,4587
Souza,22373,1601
Sowell,9612,3696
Sowers,10198,3504
Spain,11628,3093
Spalding,8601,4125
Spangler,18622,1940
Spann,12457,2882
Sparkman,7607,4661
Sparks,63440,533
Sparrow,7614,4657
Spaulding,18902,1899
Spear,13284,2712
Spearman,8199,4330
Spears,41665,830
Speed,7255,4859
Speer,11770,3041
Spellman,7627,4650
Spence,36129,964
Spencer,139951,199
Sperry,7760,4569
Spicer,18501,1951
Spires,7592,4672
Spivey,21161,1702
Spooner,7359,4802
Spradlin,7356,4806
Sprague,22610,1584
Spriggs,7143,4925
Spring,8757,4053
Springer,31643,1107
Sprouse,8229,4319
Spruill,7683,4616
Spurgeon,7047,4981
Spurlock,12141,2957
Squires,14045,2574
Stacey,9520,3720
Stack,11967,2996
Stacy,19010,1891
Stafford,46394,747
Staggs,9514,3724
Stahl,22211,1619
Staley,18080,1998
Stallings,17269,2093
Stallworth,8155,4357
Stamper,13528,2666
Stamps,7307,4828
Stanfield,11229,3215
Stanford,21295,1692
Stanley,96867,321
Stanton,35997,968
Staples,17217,2104
Stapleton,18332,1973
Stark,41735,827
Starkey,15004,2415
Starks,20130,1782
Starling,10004,3567
Starnes,14442,2507
Starr,30363,1158
Staten,8021,4430
Staton,14413,2514
Stauffer,15821,2307
Stclair,14590,2469
Steadman,7642,4645
Stearns,14554,2479
Steed,10250,3484
Steel,7111,4949
Steele,88230,355
Steen,12989,2776
Steffen,11494,3144
Stegall,7439,4761
Stein,43389,796
Steinberg,12709,2841
Steiner,23735,1511
Steinmetz,8032,4426
Stephan,7840,4522
Stephen,9925,3585
Stephens,144646,190
Stephenson,47641,733
Stepp,10571,3376
Sterling,25894,1362
Stern,25074,1418
Stevens,185674,135
Stevenson,75169,432
Steward,22318,1610
Stewart,324957,61
Stidham,7579,4684
Stiles,21357,1689
Still,12354,2904
Stillwell,7211,4883
Stine,9979,3573
Stinnett,8142,4363
Stinson,26681,1317
Stjohn,15843,2303
Stock,12722,2832
Stockton,13306,2709
Stoddard,14317,2531
Stokes,61639,542
Stoll,12032,2979
Stoltzfus,15786,2311
Stone,153329,178
Stoner,16204,2246
Storey,13669,2635
Storm,9895,3596
Story,19218,1867
Stout,43305,798
Stovall,16827,2155
Stover,24526,1455
Stowe,10668,3355
Stpierre,9638,3685
Strain,8883,3999
Strand,11051,3265
Strange,14948,2425
Stratton,22983,1565
Straub,9624,3691
Strauss,13840,2604
Street,19866,1805
Streeter,11988,2987
Strickland,67769,494
Stringer,17300,2091
Strom,9142,3877
Strong,45432,760
Strother,7170,4910
Stroud,24211,1477
Stroup,7627,4650
Strunk,8129,4374
Stuart,36540,951
Stubblefield,8878,4002
Stubbs,20134,1781
Stuckey,11846,3026
Stull,9324,3792
Stump,14257,2539
Sturdivant,7223,4876
Sturgeon,9007,3950
Sturgill,8444,4196
Sturm,9242,3832
Stutzman,9185,3862
Su,12973,2779
Suarez,66013,510
Suggs,13585,2652
Suh,7089,4961
Sullivan,220990,105
Summers,56953,591
Sumner,18838,1909
Sumpter,7950,4467
Sun,24058,1484
Sung,7360,4801
Sutherland,29585,1195
Sutter,9760,3640
Sutton,90964,341
Swafford,9369,3777
Swain,25157,1412
Swan,23001,1564
Swank,7832,4526
Swann,12293,2916
Swanson,76897,424
Swartz,25444,1393
Swearingen,7872,4506
Sweat,9194,3856
Sweeney,52410,651
Sweet,30051,1169
Swenson,23009,1563
Swift,24249,1473
Swisher,9431,3754
Switzer,11114,3248
Swope,8415,4211
Syed,9722,3657
Sykes,27546,1276
Sylvester,18896,1901
Szabo,7678,4619
Szymanski,8748,4059
Ta,8017,4434
Taber,7788,4550
Tabor,15445,2360
Tackett,19737,1818
Tafoya,10114,3532
Taft,9048,3933
Taggart,9808,3622
Talavera,7777,4559
Talbert,12181,2944
Talbot,15562,2342
Talbott,7386,4787
Talley,30014,1170
Tallman,8174,4341
Tam,13327,2703
Tamayo,16474,2210
Tamez,7894,4492
Tan,32120,1090
Tanaka,7994,4439
Tang,34961,999
Tanner,48813,709
Tapia,52651,647
Tarver,9341,3788
Tate,71058,467
Tatum,24558,1451
Tavares,12766,2825
Tavarez,10201,3503
Taveras,9580,3706
Taylor,751209,17
Teague,24514,1456
Teal,8937,3976
Teel,7814,4539
Teixeira,8895,3994
Tejada,14903,2432
Tejeda,14240,2541
Tellez,22494,1595
Tello,11512,3136
Temple,22549,1590
Templeton,13396,2687
Tennant,8693,4085
Tenney,7238,4868
Tenorio,8629,4111
Teran,8557,4139
Terrazas,10569,3378
Terrell,35408,983
Terry,87000,361
Testa,8694,4084
Thacker,21512,1677
Thai,11644,3089
Thames,7619,4654
Thao,23404,1536
Tharp,13757,2619
Thatcher,9752,3644
Thayer,16625,2186
Thibodeau,7904,4487
Thibodeaux,13850,2602
Thiel,9880,3601
Thigpen,9359,3784
Thomas,756142,16
Thomason,20478,1751
Thompson,664644,23
Thomsen,7654,4635
Thomson,24750,1440
Thorn,9988,3569
Thornburg,7309,4827
Thorne,18738,1922
Thornhill,7327,4817
Thornton,83967,373
Thorpe,21813,1651
Thrasher,12836,2807
Thurman,23950,1492
Thurston,15234,2385
Tibbs,7294,4835
Tice,10118,3529
Tidwell,21176,1699
Tierney,13608,2646
Tijerina,8626,4114
Tiller,7954,4463
Tillery,8156,4355
Tilley,15758,2318
Tillman,30825,1139
Tilton,8124,4376
Timm,9433,3753
Timmerman,7569,4688
Timmons,20671,1734
Tinoco,9707,3670
Tinsley,15442,2361
Tipton,25064,1420
Tirado,13410,2685
Tisdale,10293,3473
Titus,15780,2314
To,8934,3979
Tobar,7056,4977
Tobias,14482,2494
Tobin,18932,1896
Todd,71759,460
Tolbert,24375,1464
Toledo,19474,1841
Tolentino,11371,3180
Toler,9427,3757
Toliver,7536,4708
Tolliver,12128,2958
Tom,10350,3452
Tomas,7673,4623
Tomlin,11797,3036
Tomlinson,25274,1407
Tompkins,24056,1485
Toney,18787,1919
Tong,13196,2730
Toomey,7510,4722
Toro,10650,3358
Torres,437813,37
Torrez,16795,2160
Toscano,9301,3807
Toth,19606,1826
Toussaint,7441,4759
Tovar,32760,1070
Towns,7760,4569
Townsend,69360,483
Tracey,8152,4359
Tracy,29867,1180
Trahan,14114,2560
Trammell,12582,2867
Tran,188498,132
Trapp,9294,3813
Travers,7833,4525
Travis,34985,998
Traylor,13341,2701
Treadway,7792,4544
Trejo,41021,843
Tremblay,7996,4438
Trent,19630,1824
Trevino,59882,562
Trice,8546,4145
Trimble,16306,2235
Trinh,15392,2368
Trinidad,13474,2677
Triplett,18408,1965
Tripp,20434,1753
Trotter,19927,1801
Trout,12758,2826
Troutman,11519,3135
Trowbridge,7095,4956
Troy,8109,4383
Troyer,16981,2132
True,8261,4303
Truitt,9557,3712
Trujillo,73664,448
Truong,38267,903
Tsai,10968,3291
Tu,9230,3835
Tubbs,12828,2810
Tuck,10018,3560
Tucker,167446,153
Tully,9081,3911
Turcios,7073,4968
Turk,10354,3450
Turley,10524,3398
Turnbull,8320,4267
Turner,348627,54
Turpin,11937,3005
Tuttle,27751,1267
Tyler,66056,509
Tyree,9613,3695
Tyson,28947,1221
Ulloa,13133,2743
Ulmer,8165,4348
Ulrich,16668,2180
Underwood,57064,588
Unger,14738,2449
Unruh,7835,4524
Upchurch,9922,3587
Upshaw,7401,4778
Upton,13769,2616
Urban,20058,1790
Urbina,15055,2409
Urena,11066,3261
Urias,7941,4471
Uribe,24612,1448
Urrutia,7208,4888
Usher,7477,4742
Utley,7385,4788
Vaca,7982,4444
Vail,10554,3385
Valadez,21859,1645
Valdes,20527,1745
Valdez,124995,244
Valdivia,15895,2293
Valdovinos,10147,3517
Valencia,70000,475
Valente,7580,4683
Valenti,8174,4341
Valentin,19211,1868
Valentine,40395,856
Valenzuela,57383,584
Valerio,13482,2675
Valladares,11901,3012
Valle,31716,1104
Vallejo,19117,1881
Valles,13777,2614
Valverde,8737,4065
Van,10798,3320
Vance,47324,737
Vandenberg,7121,4944
Vandyke,17030,2131
Vanegas,7444,4756
Vang,48036,726
Vanhorn,14151,2554
Vanmeter,8305,4281
Vann,15416,2366
Vanwinkle,7811,4541
Varela,26621,1321
Vargas,173835,148
Vargo,7787,4553
Varner,18081,1997
Varney,8502,4169
Vasquez,212781,113
Vaughan,38830,893
Vaughn,88060,356
Vaught,9476,3738
Vazquez,138322,203
Veal,7842,4519
Vega,116673,261
Vela,25414,1396
Velarde,8135,4371
Velasco,33078,1061
Velasquez,80364,398
Velazquez,63736,530
Velez,53265,638
Venable,10333,3458
Venegas,20851,1722
Ventura,39580,877
Vera,33674,1031
Verdugo,7210,4885
Vergara,15618,2332
Vernon,17480,2070
Vest,11405,3164
Vetter,8550,4142
Vicente,10789,3326
Vick,14421,2511
Vickers,22176,1625
Vickery,8874,4005
Victor,11234,3214
Vidal,18677,1933
Vieira,10420,3425
Viera,11861,3024
Vigil,29382,1205
Villa,52817,644
Villagomez,11282,3201
Villalobos,37754,919
Villalpando,7821,4534
Villanueva,61883,539
Villareal,9614,3693
Villarreal,61355,547
Villasenor,14180,2548
Villatoro,10535,3394
Villegas,48599,716
Vincent,53095,641
Vines,10061,3547
Vinson,25341,1401
Vitale,13220,2725
Vo,36236,960
Vogel,30470,1153
Vogt,18061,2002
Voigt,7251,4862
Volk,9126,3888
Volpe,7847,4517
Voss,20911,1719
Vu,36179,962
Vue,11717,3061
Vuong,9407,3766
Waddell,21301,1691
Wade,97040,319
Wadsworth,9912,3588
Waggoner,14983,2417
Wagner,155795,173
Wagoner,15118,2401
Wahl,13253,2716
Wainwright,7114,4948
Waite,18664,1936
Waiters,19853,1809
Wakefield,14587,2472
Walden,24821,1435
Waldron,17501,2063
Waldrop,10503,3405
Walker,523129,31
Wall,53794,631
Wallace,197276,123
Wallen,7436,4763
Waller,36805,942
Wallin,7034,4995
Walling,7275,4842
Wallis,11594,3104
Walls,41025,842
Walsh,105079,295
Walter,48024,727
Walters,89376,350
Walton,73854,446
Walz,7220,4879
Wang,109883,282
Ward,260464,79
Warden,11135,3244
Ware,49316,700
Warfield,7443,4758
Warner,83781,375
Warren,152147,181
Washburn,20030,1793
Washington,177386,145
Wasson,8471,4182
Waterman,12177,2947
Waters,67929,491
Watkins,127083,240
Watson,252579,81
Watt,15211,2387
Watters,11569,3113
Watts,89649,348
Waugh,11387,3171
Way,14157,2552
Wayne,10215,3498
Weatherford,8850,4016
Weathers,14073,2568
Weaver,143837,192
Webb,168878,152
Webber,26405,1335
Weber,109433,283
Webster,72625,453
Weed,7987,4442
Weeks,41565,831
Weems,10231,3494
Wegner,8192,4336
Wei,9578,3707
Weidner,8400,4220
Weiler,10160,3515
Weimer,8050,4410
Weinberg,9825,3612
Weiner,14208,2546
Weinstein,13563,2659
Weir,18881,1903
Weis,9750,3645
Weiss,57112,587
Welborn,7095,4956
Welch,108987,284
Weldon,14538,2481
Welker,8566,4138
Weller,13774,2615
Wellman,11260,3208
Wells,176230,147
Welsh,30153,1166
Wendt,12712,2838
Wenger,10596,3369
Wentworth,8023,4428
Wentz,8376,4231
Wenzel,11432,3159
Werner,34488,1013
Wertz,8198,4331
Wesley,23135,1555
West,195818,125
Westbrook,20284,1770
Westfall,13079,2758
Westmoreland,10399,3430
Weston,25637,1380
Westphal,7101,4953
Wetzel,15849,2300
Whalen,24262,1470
Whaley,22833,1575
Wharton,11656,3084
Whatley,11579,3109
Wheat,10979,3290
Wheatley,12520,2875
Wheaton,9202,3847
Wheeler,125058,243
Whelan,11363,3181
Whipple,13850,2602
Whitaker,56616,596
Whitcomb,8324,4263
White,660491,24
Whited,7482,4739
Whitehead,44373,776
Whitehurst,7412,4774
Whiteman,7642,4645
Whiteside,11334,3191
Whitfield,29962,1171
Whiting,16418,2221
Whitley,26732,1313
Whitlock,16927,2142
Whitlow,8020,4432
Whitman,19399,1851
Whitmire,7179,4906
Whitmore,15296,2380
Whitney,35118,994
Whitson,9273,3820
Whitt,17293,2092
Whittaker,17234,2100
Whitten,14054,2571
Whittington,17517,2059
Whittle,7307,4828
Whitworth,9748,3647
Whyte,7701,4609
Wick,8333,4253
Wicker,10321,3462
Wickham,7335,4814
Wicks,9489,3735
Wiese,9287,3817
Wiggins,50247,685
Wilbanks,8107,4384
Wilbur,9527,3719
Wilburn,14928,2428
Wilcox,56286,602
Wild,8217,4324
Wilde,10766,3332
Wilder,31018,1131
Wiles,13105,2754
Wiley,48720,713
Wilhelm,19913,1802
Wilhite,8325,4261
Wilke,8106,4386
Wilkerson,48444,719
Wilkes,18314,1975
Wilkie,7116,4947
Wilkins,58634,570
Wilkinson,53739,634
Wilks,8972,3962
Will,12575,2869
Willard,21352,1690
Willett,13065,2761
Willey,13067,2759
William,13373,2694
Williams,1625252,3
Williamson,114959,267
Williford,8352,4248
Willingham,12818,2814
Willis,130152,230
Willoughby,16111,2257
Wills,28219,1244
Willson,9659,3679
Wilson,801882,14
Wilt,8165,4348
Wimberly,8729,4070
Winchester,10480,3413
Windham,10390,3437
Windsor,7621,4652
Winfield,8230,4318
Wing,12614,2858
Wingate,8359,4242
Winkler,21993,1640
Winn,22316,1611
Winslow,14056,2570
Winstead,8756,4054
Winston,21667,1662
Winter,31310,1119
Winters,44914,766
Wirth,9907,3592
Wise,68649,485
Wiseman,19439,1845
Wisniewski,12675,2846
Withers,11381,3176
Witherspoon,13171,2736
Withrow,8262,4302
Witt,31575,1110
Witte,9816,3617
Wofford,8856,4011
Wojcik,7710,4601
Wolf,70031,474
Wolfe,83928,374
Wolff,21815,1650
Wolford,10789,3326
Womack,28201,1245
Wong,111371,274
Woo,13003,2775
Wood,250715,84
Woodall,16260,2243
Woodard,46240,750
Woodbury,7144,4924
Wooden,7547,4702
Woodruff,26286,1341
Woods,177425,144
Woodson,17242,2098
Woodward,36764,944
Woodworth,9361,3782
Woody,18434,1960
Wooldridge,7788,4550
Wooten,31249,1123
Worden,9139,3880
Workman,31856,1097
Worley,25758,1370
Worrell,10821,3313
Worth,7713,4598
Worthington,14452,2503
Worthy,8795,4040
Wozniak,8526,4156
Wray,15405,2367
Wren,11211,3220
Wright,458980,35
Wu,71721,461
Wyatt,52211,653
Wylie,11975,2993
Wyman,11051,3265
Wynn,29417,1203
Wynne,9637,3686
Xie,9716,3662
Xiong,37499,929
Xu,25622,1381
Yager,7427,4766
Yamamoto,7547,4702
Yan,11354,3182
Yancey,13566,2656
Yanez,25563,1385
Yang,106033,290
Yao,7192,4898
Yarbrough,24749,1441
Yates,63254,535
Yazzie,14949,2424
Ybarra,22211,1619
Ye,9839,3609
Yeager,22634,1582
Yee,20591,1740
Yeung,7782,4556
Yi,17934,2011
Yoder,56410,598
Yoo,13225,2724
Yoon,15936,2287
York,53059,642
Yost,19210,1869
Young,484447,32
Youngblood,18197,1982
Younger,10658,3357
Yount,7817,4538
Yu,52035,658
Yuan,8588,4129
Yuen,7688,4614
Yun,8933,3981
Zamarripa,7322,4820
Zambrano,17092,2117
Zamora,61729,540
Zamudio,11384,3174
Zapata,32274,1082
Zaragoza,18908,1897
Zarate,20992,1713
Zavala,51153,667
Zayas,8045,4414
Zeigler,13135,2742
Zelaya,12448,2886
Zeller,10595,3370
Zeng,7605,4662
Zepeda,29252,1209
Zhang,70125,472
Zhao,22301,1613
Zheng,25242,1409
Zhou,23437,1532
Zhu,21265,1694
Ziegler,25351,1400
Zielinski,11087,3256
Zimmer,17146,2111
Zimmerman,83265,379
Zimmermann,7123,4942
Zink,9134,3882
Zook,9824,3613
Zuniga,56347,600
